order_id,date,product,category,quantity,unit_price,total,region,channel,customer_age,rating
ORD-0152,2024-12-12,Home & Garden Item 6,Home & Garden,5,143.42,717.1,West,Online,33,2.7
ORD-0153,2024-05-24,Beauty Item 22,Beauty,5,32.8,164.0,South,In-Store,28,1.3
ORD-0154,2024-06-12,Clothing Item 47,Clothing,5,157.88,789.4,South,Online,24,1.6
ORD-0155,2024-11-03,Sports Item 12,Sports,2,184.69,369.38,West,In-Store,54,4.0
ORD-0156,2024-10-11,Food Item 41,Food,5,196.46,982.3,East,Online,46,1.3
ORD-0157,2024-10-02,Food Item 23,Food,3,240.93,722.79,Central,Online,37,2.8
ORD-0158,2024-05-03,Electronics Item 42,Electronics,1,116.92,116.92,North,Mobile App,56,3.0
ORD-0159,2024-12-02,Food Item 29,Food,5,170.74,853.7,Central,Mobile App,30,2.3
ORD-0160,2024-01-15,Food Item 7,Food,5,53.74,268.7,East,Mobile App,23,3.0
ORD-0161,2024-08-15,Home & Garden Item 34,Home & Garden,1,81.84,81.84,Central,Mobile App,28,2.5
ORD-0162,2024-06-22,Books Item 39,Books,4,128.53,514.12,North,Mobile App,59,2.3
ORD-0163,2024-07-10,Toys Item 17,Toys,1,171.8,171.8,Central,Online,39,1.3
ORD-0164,2024-11-23,Home & Garden Item 43,Home & Garden,3,99.96,299.88,West,Online,56,3.8
ORD-0165,2024-11-26,Clothing Item 22,Clothing,3,172.08,516.24,South,Mobile App,62,4.3
ORD-0166,2024-01-12,Clothing Item 20,Clothing,4,157.45,629.8,South,Online,39,4.8
ORD-0167,2024-03-05,Food Item 5,Food,2,75.69,151.38,East,Online,50,4.1
ORD-0168,2024-10-05,Electronics Item 39,Electronics,3,264.14,792.42,West,Online,28,1.7
ORD-0169,2024-06-22,Home & Garden Item 47,Home & Garden,4,22.66,90.64,South,In-Store,57,2.1
ORD-0170,2024-05-26,Food Item 31,Food,2,164.85,329.7,South,In-Store,61,4.8
ORD-0171,2024-07-17,Food Item 34,Food,4,233.13,932.52,West,Online,30,4.2
ORD-0172,2024-08-28,Home & Garden Item 24,Home & Garden,3,25.12,75.36,Central,Online,63,4.4
ORD-0173,2024-03-09,Clothing Item 29,Clothing,3,34.31,102.93,Central,Online,45,1.4
ORD-0174,2024-01-14,Sports Item 4,Sports,4,266.53,1066.12,West,Mobile App,41,1.9
ORD-0175,2024-06-04,Clothing Item 46,Clothing,3,75.11,225.33,East,Online,26,1.2
ORD-0176,2024-08-15,Food Item 40,Food,2,230.05,460.1,North,Online,19,2.0
ORD-0177,2024-10-17,Home & Garden Item 28,Home & Garden,5,282.66,1413.3,North,In-Store,33,2.2
ORD-0178,2024-10-15,Electronics Item 5,Electronics,2,131.74,263.48,North,In-Store,56,3.1
ORD-0179,2024-01-20,Sports Item 23,Sports,2,94.46,188.92,South,Mobile App,44,1.7
ORD-0180,2024-02-17,Clothing Item 35,Clothing,5,292.64,1463.2,Central,Mobile App,53,1.1
ORD-0181,2024-06-09,Food Item 48,Food,1,194.33,194.33,North,In-Store,22,2.4
ORD-0182,2024-06-05,Clothing Item 3,Clothing,5,223.19,1115.95,East,Mobile App,39,4.3
ORD-0183,2024-08-21,Home & Garden Item 12,Home & Garden,4,294.43,1177.72,South,Online,63,4.1
ORD-0184,2024-01-26,Food Item 13,Food,1,95.09,95.09,North,In-Store,37,3.1
ORD-0185,2024-11-07,Food Item 19,Food,3,20.61,61.83,East,Online,59,2.3
ORD-0186,2024-07-24,Clothing Item 29,Clothing,3,136.71,410.13,West,In-Store,29,3.0
ORD-0187,2024-09-09,Food Item 6,Food,3,278.04,834.12,West,Online,45,3.4
ORD-0188,2024-02-03,Home & Garden Item 21,Home & Garden,5,95.18,475.9,East,In-Store,46,3.4
ORD-0189,2024-06-15,Beauty Item 3,Beauty,2,210.02,420.04,East,Mobile App,45,2.1
ORD-0190,2024-07-12,Electronics Item 33,Electronics,1,204.63,204.63,South,Online,27,4.4
ORD-0191,2024-04-25,Food Item 42,Food,1,46.6,46.6,East,In-Store,42,4.8
ORD-0192,2024-08-12,Electronics Item 24,Electronics,5,54.49,272.45,West,Online,54,1.6
ORD-0193,2024-05-08,Toys Item 8,Toys,4,101.16,404.64,North,Mobile App,29,3.0
ORD-0194,2024-05-23,Beauty Item 29,Beauty,5,44.14,220.7,South,Mobile App,36,3.8
ORD-0195,2024-02-15,Food Item 12,Food,2,45.55,91.1,West,Online,61,4.9
ORD-0196,2024-09-18,Toys Item 19,Toys,3,215.76,647.28,East,Online,63,3.8
ORD-0197,2024-02-07,Home & Garden Item 9,Home & Garden,3,157.53,472.59,South,In-Store,19,2.4
ORD-0198,2024-09-05,Toys Item 40,Toys,4,243.05,972.2,North,Online,37,2.6
ORD-0199,2024-07-27,Food Item 37,Food,5,129.12,645.6,North,Online,38,3.6
ORD-0200,2024-06-05,Food Item 50,Food,4,207.22,828.88,Central,Mobile App,55,1.7
ORD-0201,2024-01-27,Home & Garden Item 8,Home & Garden,4,155.82,623.28,Central,Online,37,1.7
ORD-0202,2024-09-10,Toys Item 6,Toys,2,110.34,220.68,East,Online,58,4.8
ORD-0203,2024-10-18,Books Item 6,Books,2,191.25,382.5,Central,Mobile App,28,3.4
ORD-0204,2024-12-20,Home & Garden Item 22,Home & Garden,2,201.02,402.04,Central,Online,19,1.3
ORD-0205,2024-07-20,Books Item 41,Books,2,232.41,464.82,North,In-Store,58,3.2
ORD-0206,2024-11-13,Books Item 20,Books,4,81.0,324.0,West,Online,62,1.2
ORD-0207,2024-04-11,Food Item 39,Food,4,150.42,601.68,South,In-Store,63,2.3
ORD-0208,2024-06-17,Toys Item 36,Toys,4,47.91,191.64,North,In-Store,33,2.9
ORD-0209,2024-02-02,Books Item 19,Books,4,81.89,327.56,West,Mobile App,44,2.0
ORD-0210,2024-12-11,Home & Garden Item 13,Home & Garden,3,280.78,842.34,South,In-Store,50,2.9
ORD-0211,2024-07-17,Books Item 30,Books,4,16.71,66.84,South,Online,55,2.4
ORD-0212,2024-11-22,Electronics Item 31,Electronics,3,153.51,460.53,East,Mobile App,18,4.4
ORD-0213,2024-12-12,Beauty Item 49,Beauty,2,265.9,531.8,West,In-Store,20,2.6
ORD-0214,2024-02-13,Sports Item 33,Sports,3,170.42,511.26,West,Mobile App,35,4.3
ORD-0215,2024-07-12,Clothing Item 22,Clothing,2,292.76,585.52,Central,In-Store,27,1.8
ORD-0216,2024-01-05,Beauty Item 46,Beauty,5,21.66,108.3,East,In-Store,51,2.8
ORD-0217,2024-06-06,Home & Garden Item 26,Home & Garden,3,280.09,840.27,Central,Mobile App,37,3.4
ORD-0218,2024-01-12,Food Item 22,Food,5,96.93,484.65,North,In-Store,55,2.2
ORD-0219,2024-11-26,Electronics Item 50,Electronics,5,147.62,738.1,Central,Mobile App,32,3.9
ORD-0220,2024-12-20,Food Item 50,Food,2,162.02,324.04,West,Online,61,2.0
ORD-0221,2024-06-14,Clothing Item 10,Clothing,2,15.48,30.96,West,Mobile App,31,2.6
ORD-0222,2024-09-07,Food Item 36,Food,1,214.66,214.66,East,Mobile App,48,3.1
ORD-0223,2024-09-11,Toys Item 35,Toys,2,143.29,286.58,East,Mobile App,64,3.7
ORD-0224,2024-04-09,Books Item 36,Books,5,150.4,752.0,East,Online,37,4.1
ORD-0225,2024-06-18,Sports Item 47,Sports,4,101.93,407.72,East,In-Store,25,3.3
ORD-0226,2024-03-10,Beauty Item 3,Beauty,4,247.32,989.28,East,Mobile App,23,2.4
ORD-0227,2024-04-07,Food Item 35,Food,3,226.72,680.16,East,Mobile App,62,2.1
ORD-0228,2024-04-08,Clothing Item 4,Clothing,5,224.85,1124.25,Central,Online,58,1.9
ORD-0229,2024-08-04,Clothing Item 44,Clothing,4,105.78,423.12,South,Online,53,4.9
ORD-0230,2024-08-16,Home & Garden Item 42,Home & Garden,4,199.33,797.32,South,In-Store,38,2.1
ORD-0231,2024-04-18,Electronics Item 48,Electronics,1,199.16,199.16,North,Online,44,4.5
ORD-0232,2024-07-26,Home & Garden Item 32,Home & Garden,1,299.17,299.17,South,Mobile App,36,4.5
ORD-0233,2024-02-11,Electronics Item 19,Electronics,3,174.7,524.1,West,Mobile App,52,3.1
ORD-0234,2024-04-26,Home & Garden Item 8,Home & Garden,5,145.72,728.6,East,Online,64,2.8
ORD-0235,2024-06-26,Books Item 19,Books,2,14.07,28.14,Central,Mobile App,30,1.7
ORD-0236,2024-02-13,Beauty Item 43,Beauty,4,159.42,637.68,North,Online,26,2.9
ORD-0237,2024-04-15,Sports Item 49,Sports,1,85.62,85.62,East,In-Store,37,3.3
ORD-0238,2024-12-08,Electronics Item 4,Electronics,3,199.56,598.68,North,In-Store,37,1.6
ORD-0239,2024-05-12,Books Item 40,Books,1,195.22,195.22,South,Online,26,2.9
ORD-0240,2024-12-18,Food Item 31,Food,5,118.34,591.7,Central,Mobile App,31,4.0
ORD-0241,2024-12-12,Clothing Item 5,Clothing,5,139.55,697.75,Central,Online,21,4.3
ORD-0242,2024-03-11,Sports Item 34,Sports,5,165.62,828.1,West,Online,61,1.8
ORD-0243,2024-08-26,Food Item 4,Food,1,270.67,270.67,West,Online,50,2.7
ORD-0244,2024-05-24,Electronics Item 2,Electronics,5,144.08,720.4,West,In-Store,18,4.0
ORD-0245,2024-12-03,Clothing Item 35,Clothing,1,132.86,132.86,North,Online,48,1.1
ORD-0246,2024-11-24,Beauty Item 42,Beauty,2,232.99,465.98,West,In-Store,42,2.8
ORD-0247,2024-11-28,Beauty Item 35,Beauty,4,33.26,133.04,South,Mobile App,40,1.5
ORD-0248,2024-04-27,Beauty Item 1,Beauty,5,46.92,234.6,North,In-Store,47,3.7
ORD-0249,2024-04-08,Beauty Item 30,Beauty,5,119.98,599.9,East,Online,35,1.8
ORD-0250,2024-07-20,Clothing Item 50,Clothing,1,244.74,244.74,North,Online,31,1.3
ORD-0251,2024-12-28,Electronics Item 4,Electronics,4,183.35,733.4,South,Mobile App,20,2.6
ORD-0252,2024-01-05,Sports Item 33,Sports,5,73.0,365.0,East,Online,64,3.3
ORD-0253,2024-03-22,Toys Item 34,Toys,2,97.5,195.0,South,In-Store,37,2.1
ORD-0254,2024-01-12,Home & Garden Item 42,Home & Garden,4,171.19,684.76,West,Mobile App,38,3.8
ORD-0255,2024-03-25,Beauty Item 35,Beauty,2,96.96,193.92,West,Online,32,2.2
ORD-0256,2024-09-14,Home & Garden Item 27,Home & Garden,4,275.26,1101.04,Central,Mobile App,26,2.6
ORD-0257,2024-02-15,Books Item 24,Books,2,105.77,211.54,North,Mobile App,64,4.3
ORD-0258,2024-10-20,Electronics Item 3,Electronics,3,119.37,358.11,North,Online,55,3.9
ORD-0259,2024-06-10,Sports Item 1,Sports,4,70.57,282.28,South,Online,65,1.5
ORD-0260,2024-12-07,Food Item 26,Food,2,211.72,423.44,South,Mobile App,38,4.1
ORD-0261,2024-06-10,Beauty Item 17,Beauty,4,164.75,659.0,East,Mobile App,49,2.9
ORD-0262,2024-06-11,Food Item 27,Food,3,275.15,825.45,North,Mobile App,32,4.0
ORD-0263,2024-10-19,Electronics Item 47,Electronics,3,170.45,511.35,West,In-Store,27,1.8
ORD-0264,2024-04-16,Sports Item 36,Sports,4,175.23,700.92,East,In-Store,49,4.9
ORD-0265,2024-06-06,Food Item 9,Food,4,58.78,235.12,Central,In-Store,29,4.7
ORD-0266,2024-02-27,Electronics Item 43,Electronics,5,19.8,99.0,North,Online,44,1.5
ORD-0267,2024-01-07,Sports Item 33,Sports,1,215.07,215.07,West,In-Store,21,3.5
ORD-0268,2024-09-18,Food Item 27,Food,4,14.55,58.2,North,Online,51,3.9
ORD-0269,2024-12-22,Books Item 28,Books,1,155.63,155.63,South,Online,24,3.1
ORD-0270,2024-05-27,Sports Item 23,Sports,2,189.73,379.46,East,In-Store,23,2.5
ORD-0271,2024-12-08,Beauty Item 20,Beauty,4,173.84,695.36,North,Mobile App,59,4.0
ORD-0272,2024-09-16,Clothing Item 4,Clothing,4,119.98,479.92,North,Mobile App,28,1.3
ORD-0273,2024-02-17,Beauty Item 3,Beauty,3,174.09,522.27,South,Online,62,4.6
ORD-0274,2024-02-22,Food Item 18,Food,3,23.49,70.47,Central,Mobile App,60,1.1
ORD-0275,2024-10-05,Toys Item 49,Toys,1,288.82,288.82,West,Online,37,1.6
ORD-0276,2024-07-22,Sports Item 35,Sports,5,252.04,1260.2,East,In-Store,65,1.6
ORD-0277,2024-06-02,Clothing Item 7,Clothing,5,226.17,1130.85,West,Online,22,2.4
ORD-0278,2024-05-26,Beauty Item 29,Beauty,3,18.58,55.74,West,Online,40,3.2
ORD-0279,2024-10-22,Beauty Item 25,Beauty,4,63.85,255.4,North,Mobile App,36,4.2
ORD-0280,2024-07-23,Clothing Item 41,Clothing,1,87.7,87.7,South,Mobile App,42,2.3
